iso3,latest_year,che_per_capita_usd,che_pct_gdp,gov_share_of_che_pct,oop_share_pct,oop_share_first,che_pc_aarc_pct,che_pc_volatility_pct,implied_gdp_per_capita_usd
LBY,2023,470.403,7.805,80.14829837394744,19.177,51.291,3.8988459471163575,27.80562408156408,6026.944266495837
TUN,2023,317.71,7.985,54.0854867646596,37.94,38.63,3.548511834606799,8.627823927938008,3978.8353162179083
DZA,2023,233.379,4.351,53.07589800281945,45.002,25.795,6.218836480558064,15.30043509280051,5363.801424959779
EGY,2023,141.411,4.884,32.24996640996811,57.195,62.489,5.206743987191963,13.957539853140666,2895.39312039312
MAR,2023,232.248,6.064,56.532671971340974,37.254,53.866,5.515834152684487,8.361323078336708,3829.947229551451
