indicator_code,iso3,year,sex,value,low,high
GHED_CHEGDP_SHA2011,DZA,2000,both,3.215,,
GHED_CHEGDP_SHA2011,DZA,2001,both,3.536,,
GHED_CHEGDP_SHA2011,DZA,2002,both,3.442,,
GHED_CHEGDP_SHA2011,DZA,2003,both,3.326,,
GHED_CHEGDP_SHA2011,DZA,2004,both,3.29,,
GHED_CHEGDP_SHA2011,DZA,2005,both,3.119,,
GHED_CHEGDP_SHA2011,DZA,2006,both,3.19,,
GHED_CHEGDP_SHA2011,DZA,2007,both,3.62,,
GHED_CHEGDP_SHA2011,DZA,2008,both,3.983,,
GHED_CHEGDP_SHA2011,DZA,2009,both,4.892,,
GHED_CHEGDP_SHA2011,DZA,2010,both,4.64,,
GHED_CHEGDP_SHA2011,DZA,2011,both,4.826,,
GHED_CHEGDP_SHA2011,DZA,2012,both,5.637,,
GHED_CHEGDP_SHA2011,DZA,2013,both,5.645,,
GHED_CHEGDP_SHA2011,DZA,2014,both,6.015,,
GHED_CHEGDP_SHA2011,DZA,2015,both,6.334,,
GHED_CHEGDP_SHA2011,DZA,2016,both,6.001,,
GHED_CHEGDP_SHA2011,DZA,2017,both,5.948,,
GHED_CHEGDP_SHA2011,DZA,2018,both,5.932,,
GHED_CHEGDP_SHA2011,DZA,2019,both,5.417,,
GHED_CHEGDP_SHA2011,DZA,2020,both,5.638,,
GHED_CHEGDP_SHA2011,DZA,2021,both,5.022,,
GHED_CHEGDP_SHA2011,DZA,2022,both,3.635,,
GHED_CHEGDP_SHA2011,DZA,2023,both,4.351,,
GHED_CHEGDP_SHA2011,EGY,2000,both,4.922,,
GHED_CHEGDP_SHA2011,EGY,2001,both,5.4,,
GHED_CHEGDP_SHA2011,EGY,2002,both,5.511,,
GHED_CHEGDP_SHA2011,EGY,2003,both,5.224,,
GHED_CHEGDP_SHA2011,EGY,2004,both,4.857,,
GHED_CHEGDP_SHA2011,EGY,2005,both,4.922,,
GHED_CHEGDP_SHA2011,EGY,2006,both,4.842,,
GHED_CHEGDP_SHA2011,EGY,2007,both,4.445,,
GHED_CHEGDP_SHA2011,EGY,2008,both,4.466,,
GHED_CHEGDP_SHA2011,EGY,2009,both,4.379,,
GHED_CHEGDP_SHA2011,EGY,2010,both,4.153,,
GHED_CHEGDP_SHA2011,EGY,2011,both,4.357,,
GHED_CHEGDP_SHA2011,EGY,2012,both,4.459,,
GHED_CHEGDP_SHA2011,EGY,2013,both,4.671,,
GHED_CHEGDP_SHA2011,EGY,2014,both,4.774,,
GHED_CHEGDP_SHA2011,EGY,2015,both,5.062,,
GHED_CHEGDP_SHA2011,EGY,2016,both,5.075,,
GHED_CHEGDP_SHA2011,EGY,2017,both,5.347,,
GHED_CHEGDP_SHA2011,EGY,2018,both,4.749,,
GHED_CHEGDP_SHA2011,EGY,2019,both,4.599,,
GHED_CHEGDP_SHA2011,EGY,2020,both,4.154,,
GHED_CHEGDP_SHA2011,EGY,2021,both,4.61,,
GHED_CHEGDP_SHA2011,EGY,2022,both,4.724,,
GHED_CHEGDP_SHA2011,EGY,2023,both,4.884,,
GHED_CHEGDP_SHA2011,LBY,2000,both,3.319,,
GHED_CHEGDP_SHA2011,LBY,2001,both,3.926,,
GHED_CHEGDP_SHA2011,LBY,2002,both,4.738,,
GHED_CHEGDP_SHA2011,LBY,2003,both,3.973,,
GHED_CHEGDP_SHA2011,LBY,2004,both,3.383,,
GHED_CHEGDP_SHA2011,LBY,2005,both,2.517,,
GHED_CHEGDP_SHA2011,LBY,2006,both,2.3,,
GHED_CHEGDP_SHA2011,LBY,2007,both,2.419,,
GHED_CHEGDP_SHA2011,LBY,2008,both,2.244,,
GHED_CHEGDP_SHA2011,LBY,2009,both,3.583,,
GHED_CHEGDP_SHA2011,LBY,2010,both,3.281,,
GHED_CHEGDP_SHA2011,LBY,2011,both,4.019,,
GHED_CHEGDP_SHA2011,LBY,2012,both,3.956,,
GHED_CHEGDP_SHA2011,LBY,2013,both,4.975,,
GHED_CHEGDP_SHA2011,LBY,2014,both,5.178,,
GHED_CHEGDP_SHA2011,LBY,2015,both,5.806,,
GHED_CHEGDP_SHA2011,LBY,2016,both,6.172,,
GHED_CHEGDP_SHA2011,LBY,2017,both,4.677,,
GHED_CHEGDP_SHA2011,LBY,2018,both,4.866,,
GHED_CHEGDP_SHA2011,LBY,2019,both,5.548,,
GHED_CHEGDP_SHA2011,LBY,2020,both,7.107,,
GHED_CHEGDP_SHA2011,LBY,2021,both,6.055,,
GHED_CHEGDP_SHA2011,LBY,2022,both,4.744,,
GHED_CHEGDP_SHA2011,LBY,2023,both,7.805,,
GHED_CHEGDP_SHA2011,MAR,2000,both,3.693,,
GHED_CHEGDP_SHA2011,MAR,2001,both,3.816,,
GHED_CHEGDP_SHA2011,MAR,2002,both,4.061,,
GHED_CHEGDP_SHA2011,MAR,2003,both,4.08,,
GHED_CHEGDP_SHA2011,MAR,2004,both,4.232,,
GHED_CHEGDP_SHA2011,MAR,2005,both,4.374,,
GHED_CHEGDP_SHA2011,MAR,2006,both,4.566,,
GHED_CHEGDP_SHA2011,MAR,2007,both,4.808,,
GHED_CHEGDP_SHA2011,MAR,2008,both,4.838,,
GHED_CHEGDP_SHA2011,MAR,2009,both,5.273,,
GHED_CHEGDP_SHA2011,MAR,2010,both,5.419,,
GHED_CHEGDP_SHA2011,MAR,2011,both,5.37,,
GHED_CHEGDP_SHA2011,MAR,2012,both,5.396,,
GHED_CHEGDP_SHA2011,MAR,2013,both,5.255,,
GHED_CHEGDP_SHA2011,MAR,2014,both,5.416,,
GHED_CHEGDP_SHA2011,MAR,2015,both,5.104,,
GHED_CHEGDP_SHA2011,MAR,2016,both,5.092,,
GHED_CHEGDP_SHA2011,MAR,2017,both,4.989,,
GHED_CHEGDP_SHA2011,MAR,2018,both,4.945,,
GHED_CHEGDP_SHA2011,MAR,2019,both,5.02,,
GHED_CHEGDP_SHA2011,MAR,2020,both,5.789,,
GHED_CHEGDP_SHA2011,MAR,2021,both,5.453,,
GHED_CHEGDP_SHA2011,MAR,2022,both,5.753,,
GHED_CHEGDP_SHA2011,MAR,2023,both,6.064,,
GHED_CHEGDP_SHA2011,TUN,2000,both,4.813,,
GHED_CHEGDP_SHA2011,TUN,2001,both,4.861,,
GHED_CHEGDP_SHA2011,TUN,2002,both,5.12,,
GHED_CHEGDP_SHA2011,TUN,2003,both,5.209,,
GHED_CHEGDP_SHA2011,TUN,2004,both,5.199,,
GHED_CHEGDP_SHA2011,TUN,2005,both,5.146,,
GHED_CHEGDP_SHA2011,TUN,2006,both,5.131,,
GHED_CHEGDP_SHA2011,TUN,2007,both,5.175,,
GHED_CHEGDP_SHA2011,TUN,2008,both,5.164,,
GHED_CHEGDP_SHA2011,TUN,2009,both,5.406,,
GHED_CHEGDP_SHA2011,TUN,2010,both,5.61,,
GHED_CHEGDP_SHA2011,TUN,2011,both,6.123,,
GHED_CHEGDP_SHA2011,TUN,2012,both,6.29,,
GHED_CHEGDP_SHA2011,TUN,2013,both,6.514,,
GHED_CHEGDP_SHA2011,TUN,2014,both,6.45,,
GHED_CHEGDP_SHA2011,TUN,2015,both,6.213,,
GHED_CHEGDP_SHA2011,TUN,2016,both,6.248,,
GHED_CHEGDP_SHA2011,TUN,2017,both,6.186,,
GHED_CHEGDP_SHA2011,TUN,2018,both,5.938,,
GHED_CHEGDP_SHA2011,TUN,2019,both,6.025,,
GHED_CHEGDP_SHA2011,TUN,2020,both,7.056,,
GHED_CHEGDP_SHA2011,TUN,2021,both,7.342,,
GHED_CHEGDP_SHA2011,TUN,2022,both,7.513,,
GHED_CHEGDP_SHA2011,TUN,2023,both,7.985,,
GHED_CHE_pc_US_SHA2011,DZA,2000,both,61.858,,
GHED_CHE_pc_US_SHA2011,DZA,2001,both,67.059,,
GHED_CHE_pc_US_SHA2011,DZA,2002,both,66.682,,
GHED_CHE_pc_US_SHA2011,DZA,2003,both,75.951,,
GHED_CHE_pc_US_SHA2011,DZA,2004,both,92.688,,
GHED_CHE_pc_US_SHA2011,DZA,2005,both,100.837,,
GHED_CHE_pc_US_SHA2011,DZA,2006,both,116.775,,
GHED_CHE_pc_US_SHA2011,DZA,2007,both,150.867,,
GHED_CHE_pc_US_SHA2011,DZA,2008,both,206.372,,
GHED_CHE_pc_US_SHA2011,DZA,2009,both,207.202,,
GHED_CHE_pc_US_SHA2011,DZA,2010,both,227.954,,
GHED_CHE_pc_US_SHA2011,DZA,2011,both,285.502,,
GHED_CHE_pc_US_SHA2011,DZA,2012,both,340.092,,
GHED_CHE_pc_US_SHA2011,DZA,2013,both,337.573,,
GHED_CHE_pc_US_SHA2011,DZA,2014,both,366.586,,
GHED_CHE_pc_US_SHA2011,DZA,2015,both,296.768,,
GHED_CHE_pc_US_SHA2011,DZA,2016,both,265.535,,
GHED_CHE_pc_US_SHA2011,DZA,2017,both,270.932,,
GHED_CHE_pc_US_SHA2011,DZA,2018,both,271.538,,
GHED_CHE_pc_US_SHA2011,DZA,2019,both,242.07,,
GHED_CHE_pc_US_SHA2011,DZA,2020,both,211.072,,
GHED_CHE_pc_US_SHA2011,DZA,2021,both,208.939,,
GHED_CHE_pc_US_SHA2011,DZA,2022,both,180.335,,
GHED_CHE_pc_US_SHA2011,DZA,2023,both,233.379,,
GHED_CHE_pc_US_SHA2011,EGY,2000,both,69.372,,
GHED_CHE_pc_US_SHA2011,EGY,2001,both,68.673,,
GHED_CHE_pc_US_SHA2011,EGY,2002,both,63.999,,
GHED_CHE_pc_US_SHA2011,EGY,2003,both,50.348,,
GHED_CHE_pc_US_SHA2011,EGY,2004,both,50.331,,
GHED_CHE_pc_US_SHA2011,EGY,2005,both,59.468,,
GHED_CHE_pc_US_SHA2011,EGY,2006,both,66.327,,
GHED_CHE_pc_US_SHA2011,EGY,2007,both,73.295,,
GHED_CHE_pc_US_SHA2011,EGY,2008,both,90.158,,
GHED_CHE_pc_US_SHA2011,EGY,2009,both,98.904,,
GHED_CHE_pc_US_SHA2011,EGY,2010,both,105.078,,
GHED_CHE_pc_US_SHA2011,EGY,2011,both,116.229,,
GHED_CHE_pc_US_SHA2011,EGY,2012,both,139.816,,
GHED_CHE_pc_US_SHA2011,EGY,2013,both,139.672,,
GHED_CHE_pc_US_SHA2011,EGY,2014,both,155.065,,
GHED_CHE_pc_US_SHA2011,EGY,2015,both,170.255,,
GHED_CHE_pc_US_SHA2011,EGY,2016,both,142.618,,
GHED_CHE_pc_US_SHA2011,EGY,2017,both,106.003,,
GHED_CHE_pc_US_SHA2011,EGY,2018,both,118.015,,
GHED_CHE_pc_US_SHA2011,EGY,2019,both,142.697,,
GHED_CHE_pc_US_SHA2011,EGY,2020,both,148.353,,
GHED_CHE_pc_US_SHA2011,EGY,2021,both,176.937,,
GHED_CHE_pc_US_SHA2011,EGY,2022,both,171.679,,
GHED_CHE_pc_US_SHA2011,EGY,2023,both,141.411,,
GHED_CHE_pc_US_SHA2011,LBY,2000,both,247.113,,
GHED_CHE_pc_US_SHA2011,LBY,2001,both,255.771,,
GHED_CHE_pc_US_SHA2011,LBY,2002,both,181.731,,
GHED_CHE_pc_US_SHA2011,LBY,2003,both,189.727,,
GHED_CHE_pc_US_SHA2011,LBY,2004,both,200.836,,
GHED_CHE_pc_US_SHA2011,LBY,2005,both,209.878,,
GHED_CHE_pc_US_SHA2011,LBY,2006,both,231.12,,
GHED_CHE_pc_US_SHA2011,LBY,2007,both,269.631,,
GHED_CHE_pc_US_SHA2011,LBY,2008,both,312.112,,
GHED_CHE_pc_US_SHA2011,LBY,2009,both,342.204,,
GHED_CHE_pc_US_SHA2011,LBY,2010,both,380.586,,
GHED_CHE_pc_US_SHA2011,LBY,2011,both,305.2,,
GHED_CHE_pc_US_SHA2011,LBY,2012,both,592.464,,
GHED_CHE_pc_US_SHA2011,LBY,2013,both,594.653,,
GHED_CHE_pc_US_SHA2011,LBY,2014,both,462.192,,
GHED_CHE_pc_US_SHA2011,LBY,2015,both,433.068,,
GHED_CHE_pc_US_SHA2011,LBY,2016,both,464.475,,
GHED_CHE_pc_US_SHA2011,LBY,2017,both,466.085,,
GHED_CHE_pc_US_SHA2011,LBY,2018,both,544.881,,
GHED_CHE_pc_US_SHA2011,LBY,2019,both,552.732,,
GHED_CHE_pc_US_SHA2011,LBY,2020,both,472.622,,
GHED_CHE_pc_US_SHA2011,LBY,2021,both,298.843,,
GHED_CHE_pc_US_SHA2011,LBY,2022,both,284.026,,
GHED_CHE_pc_US_SHA2011,LBY,2023,both,470.403,,
GHED_CHE_pc_US_SHA2011,MAR,2000,both,54.64,,
GHED_CHE_pc_US_SHA2011,MAR,2001,both,56.554,,
GHED_CHE_pc_US_SHA2011,MAR,2002,both,63.58,,
GHED_CHE_pc_US_SHA2011,MAR,2003,both,77.746,,
GHED_CHE_pc_US_SHA2011,MAR,2004,both,91.173,,
GHED_CHE_pc_US_SHA2011,MAR,2005,both,97.197,,
GHED_CHE_pc_US_SHA2011,MAR,2006,both,110.224,,
GHED_CHE_pc_US_SHA2011,MAR,2007,both,131.864,,
GHED_CHE_pc_US_SHA2011,MAR,2008,both,153.237,,
GHED_CHE_pc_US_SHA2011,MAR,2009,both,165.507,,
GHED_CHE_pc_US_SHA2011,MAR,2010,both,168.366,,
GHED_CHE_pc_US_SHA2011,MAR,2011,both,179,,
GHED_CHE_pc_US_SHA2011,MAR,2012,both,172.044,,
GHED_CHE_pc_US_SHA2011,MAR,2013,both,179.82,,
GHED_CHE_pc_US_SHA2011,MAR,2014,both,188.642,,
GHED_CHE_pc_US_SHA2011,MAR,2015,both,162.852,,
GHED_CHE_pc_US_SHA2011,MAR,2016,both,162.215,,
GHED_CHE_pc_US_SHA2011,MAR,2017,both,166.85,,
GHED_CHE_pc_US_SHA2011,MAR,2018,both,175.705,,
GHED_CHE_pc_US_SHA2011,MAR,2019,both,178.739,,
GHED_CHE_pc_US_SHA2011,MAR,2020,both,192.04,,
GHED_CHE_pc_US_SHA2011,MAR,2021,both,209.573,,
GHED_CHE_pc_US_SHA2011,MAR,2022,both,201.811,,
GHED_CHE_pc_US_SHA2011,MAR,2023,both,232.248,,
GHED_CHE_pc_US_SHA2011,TUN,2000,both,111.014,,
GHED_CHE_pc_US_SHA2011,TUN,2001,both,114.005,,
GHED_CHE_pc_US_SHA2011,TUN,2002,both,124.646,,
GHED_CHE_pc_US_SHA2011,TUN,2003,both,148.934,,
GHED_CHE_pc_US_SHA2011,TUN,2004,both,167.276,,
GHED_CHE_pc_US_SHA2011,TUN,2005,both,169.846,,
GHED_CHE_pc_US_SHA2011,TUN,2006,both,178.826,,
GHED_CHE_pc_US_SHA2011,TUN,2007,both,202.32,,
GHED_CHE_pc_US_SHA2011,TUN,2008,both,230.502,,
GHED_CHE_pc_US_SHA2011,TUN,2009,both,231.359,,
GHED_CHE_pc_US_SHA2011,TUN,2010,both,240.754,,
GHED_CHE_pc_US_SHA2011,TUN,2011,both,270.675,,
GHED_CHE_pc_US_SHA2011,TUN,2012,both,270.291,,
GHED_CHE_pc_US_SHA2011,TUN,2013,both,284.645,,
GHED_CHE_pc_US_SHA2011,TUN,2014,both,287.61,,
GHED_CHE_pc_US_SHA2011,TUN,2015,both,249.464,,
GHED_CHE_pc_US_SHA2011,TUN,2016,both,240.403,,
GHED_CHE_pc_US_SHA2011,TUN,2017,both,223.859,,
GHED_CHE_pc_US_SHA2011,TUN,2018,both,215.418,,
GHED_CHE_pc_US_SHA2011,TUN,2019,both,212.6,,
GHED_CHE_pc_US_SHA2011,TUN,2020,both,250.401,,
GHED_CHE_pc_US_SHA2011,TUN,2021,both,285.252,,
GHED_CHE_pc_US_SHA2011,TUN,2022,both,276.464,,
GHED_CHE_pc_US_SHA2011,TUN,2023,both,317.71,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2000,both,44.515,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2001,both,51.117,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2002,both,50.197,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2003,both,58.25,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2004,both,66.136,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2005,both,69.871,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2006,both,79.947,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2007,both,105.286,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2008,both,148.578,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2009,both,146.873,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2010,both,158.387,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2011,both,201.614,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2012,both,243.019,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2013,both,234.156,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2014,both,257.114,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2015,both,203.297,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2016,both,174.487,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2017,both,175.106,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2018,both,175.981,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2019,both,146.386,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2020,both,123.981,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2021,both,119.547,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2022,both,85.171,,
GHED_GGHE-D_pc_US_SHA2011,DZA,2023,both,123.868,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2000,both,24.41,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2001,both,23.5,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2002,both,22.055,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2003,both,16.072,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2004,both,16.363,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2005,both,19.201,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2006,both,23.894,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2007,both,25.865,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2008,both,31.008,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2009,both,34.663,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2010,both,34.603,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2011,both,39.337,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2012,both,40.141,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2013,both,40.875,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2014,both,45.81,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2015,both,53.194,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2016,both,44.021,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2017,both,32.831,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2018,both,33.594,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2019,both,40.246,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2020,both,47.364,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2021,both,66.667,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2022,both,61.288,,
GHED_GGHE-D_pc_US_SHA2011,EGY,2023,both,45.605,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2000,both,120.366,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2001,both,139.324,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2002,both,121.598,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2003,both,125.685,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2004,both,132.123,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2005,both,135.693,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2006,both,151.057,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2007,both,179.383,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2008,both,211.169,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2009,both,235.412,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2010,both,266.175,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2011,both,193.173,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2012,both,437.146,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2013,both,436.456,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2014,both,306.1,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2015,both,299.971,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2016,both,313.443,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2017,both,308.474,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2018,both,389.813,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2019,both,394.078,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2020,both,371.555,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2021,both,220.738,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2022,both,188.487,,
GHED_GGHE-D_pc_US_SHA2011,LBY,2023,both,377.02,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2000,both,13.855,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2001,both,14.861,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2002,both,16.927,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2003,both,19.014,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2004,both,21.777,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2005,both,24.503,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2006,both,31.428,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2007,both,38.844,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2008,both,47.56,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2009,both,54.015,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2010,both,54.097,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2011,both,60.302,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2012,both,59.089,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2013,both,62.531,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2014,both,73.065,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2015,both,63.24,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2016,both,63.879,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2017,both,66.253,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2018,both,70.618,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2019,both,72.039,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2020,both,81.784,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2021,both,86.689,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2022,both,101.933,,
GHED_GGHE-D_pc_US_SHA2011,MAR,2023,both,131.296,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2000,both,58.47,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2001,both,59.493,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2002,both,64.523,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2003,both,76.569,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2004,both,85.523,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2005,both,86.317,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2006,both,93.458,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2007,both,108.002,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2008,both,125.105,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2009,both,127.326,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2010,both,134.23,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2011,both,152.697,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2012,both,153.97,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2013,both,168.2,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2014,both,167.198,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2015,both,134.201,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2016,both,131.049,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2017,both,120.19,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2018,both,112.225,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2019,both,125.879,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2020,both,153.025,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2021,both,159.792,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2022,both,145.563,,
GHED_GGHE-D_pc_US_SHA2011,TUN,2023,both,171.835,,
GHED_OOPSCHE_SHA2011,DZA,2000,both,25.795,,
GHED_OOPSCHE_SHA2011,DZA,2001,both,21.669,,
GHED_OOPSCHE_SHA2011,DZA,2002,both,22.525,,
GHED_OOPSCHE_SHA2011,DZA,2003,both,21.149,,
GHED_OOPSCHE_SHA2011,DZA,2004,both,26.094,,
GHED_OOPSCHE_SHA2011,DZA,2005,both,28.094,,
GHED_OOPSCHE_SHA2011,DZA,2006,both,29.121,,
GHED_OOPSCHE_SHA2011,DZA,2007,both,28.089,,
GHED_OOPSCHE_SHA2011,DZA,2008,both,26.147,,
GHED_OOPSCHE_SHA2011,DZA,2009,both,27.45,,
GHED_OOPSCHE_SHA2011,DZA,2010,both,28.882,,
GHED_OOPSCHE_SHA2011,DZA,2011,both,27.873,,
GHED_OOPSCHE_SHA2011,DZA,2012,both,27.216,,
GHED_OOPSCHE_SHA2011,DZA,2013,both,29.278,,
GHED_OOPSCHE_SHA2011,DZA,2014,both,28.564,,
GHED_OOPSCHE_SHA2011,DZA,2015,both,30.193,,
GHED_OOPSCHE_SHA2011,DZA,2016,both,32.895,,
GHED_OOPSCHE_SHA2011,DZA,2017,both,33.937,,
GHED_OOPSCHE_SHA2011,DZA,2018,both,33.764,,
GHED_OOPSCHE_SHA2011,DZA,2019,both,37.923,,
GHED_OOPSCHE_SHA2011,DZA,2020,both,39.643,,
GHED_OOPSCHE_SHA2011,DZA,2021,both,40.502,,
GHED_OOPSCHE_SHA2011,DZA,2022,both,50.13,,
GHED_OOPSCHE_SHA2011,DZA,2023,both,45.002,,
GHED_OOPSCHE_SHA2011,EGY,2000,both,62.489,,
GHED_OOPSCHE_SHA2011,EGY,2001,both,63.826,,
GHED_OOPSCHE_SHA2011,EGY,2002,both,63.767,,
GHED_OOPSCHE_SHA2011,EGY,2003,both,65.405,,
GHED_OOPSCHE_SHA2011,EGY,2004,both,64.553,,
GHED_OOPSCHE_SHA2011,EGY,2005,both,64.583,,
GHED_OOPSCHE_SHA2011,EGY,2006,both,60.417,,
GHED_OOPSCHE_SHA2011,EGY,2007,both,60.327,,
GHED_OOPSCHE_SHA2011,EGY,2008,both,61.824,,
GHED_OOPSCHE_SHA2011,EGY,2009,both,60.437,,
GHED_OOPSCHE_SHA2011,EGY,2010,both,62.628,,
GHED_OOPSCHE_SHA2011,EGY,2011,both,60.495,,
GHED_OOPSCHE_SHA2011,EGY,2012,both,60.884,,
GHED_OOPSCHE_SHA2011,EGY,2013,both,57.935,,
GHED_OOPSCHE_SHA2011,EGY,2014,both,55.121,,
GHED_OOPSCHE_SHA2011,EGY,2015,both,58.83,,
GHED_OOPSCHE_SHA2011,EGY,2016,both,58.997,,
GHED_OOPSCHE_SHA2011,EGY,2017,both,56.398,,
GHED_OOPSCHE_SHA2011,EGY,2018,both,62.61,,
GHED_OOPSCHE_SHA2011,EGY,2019,both,62.506,,
GHED_OOPSCHE_SHA2011,EGY,2020,both,59.314,,
GHED_OOPSCHE_SHA2011,EGY,2021,both,54.902,,
GHED_OOPSCHE_SHA2011,EGY,2022,both,53.728,,
GHED_OOPSCHE_SHA2011,EGY,2023,both,57.195,,
GHED_OOPSCHE_SHA2011,LBY,2000,both,51.291,,
