indicator_code,iso3,year,sex,value,low,high
NCD_HYP_TREATMENT_A,DZA,2014,both,38.5,,
NCD_HYP_TREATMENT_A,DZA,2015,both,38.8,,
NCD_HYP_TREATMENT_A,DZA,2016,both,39,,
NCD_HYP_TREATMENT_A,DZA,2017,both,39.1,,
NCD_HYP_TREATMENT_A,DZA,2018,both,39.2,,
NCD_HYP_TREATMENT_A,DZA,2019,both,39.3,,
NCD_HYP_TREATMENT_A,EGY,2000,both,30.7,,
NCD_HYP_TREATMENT_A,EGY,2001,both,31.6,,
NCD_HYP_TREATMENT_A,EGY,2002,both,32.6,,
NCD_HYP_TREATMENT_A,EGY,2003,both,33.8,,
NCD_HYP_TREATMENT_A,EGY,2004,both,35.1,,
NCD_HYP_TREATMENT_A,EGY,2005,both,36.4,,
NCD_HYP_TREATMENT_A,EGY,2006,both,37.7,,
NCD_HYP_TREATMENT_A,EGY,2007,both,38.9,,
NCD_HYP_TREATMENT_A,EGY,2008,both,40,,
NCD_HYP_TREATMENT_A,EGY,2009,both,41,,
NCD_HYP_TREATMENT_A,EGY,2010,both,41.8,,
NCD_HYP_TREATMENT_A,EGY,2011,both,42.5,,
NCD_HYP_TREATMENT_A,EGY,2012,both,43.1,,
NCD_HYP_TREATMENT_A,EGY,2013,both,43.5,,
NCD_HYP_TREATMENT_A,EGY,2014,both,43.9,,
NCD_HYP_TREATMENT_A,EGY,2015,both,44.1,,
NCD_HYP_TREATMENT_A,EGY,2016,both,44.3,,
NCD_HYP_TREATMENT_A,EGY,2017,both,44.2,,
NCD_HYP_TREATMENT_A,EGY,2018,both,44.2,,
NCD_HYP_TREATMENT_A,EGY,2019,both,44.2,,
NCD_HYP_TREATMENT_A,LBY,2000,both,20.7,13.4,29.3
NCD_HYP_TREATMENT_A,LBY,2001,both,21.5,14.2,30
NCD_HYP_TREATMENT_A,LBY,2002,both,22.4,15,30.8
NCD_HYP_TREATMENT_A,LBY,2003,both,23.4,15.9,31.7
NCD_HYP_TREATMENT_A,LBY,2004,both,24.5,17,32.6
NCD_HYP_TREATMENT_A,LBY,2005,both,25.6,18,33.8
NCD_HYP_TREATMENT_A,LBY,2006,both,26.7,19.1,34.9
NCD_HYP_TREATMENT_A,LBY,2007,both,27.8,20.2,36
NCD_HYP_TREATMENT_A,LBY,2008,both,28.8,21.1,37.1
NCD_HYP_TREATMENT_A,LBY,2009,both,29.8,21.9,38.1
NCD_HYP_TREATMENT_A,LBY,2010,both,30.7,22.6,39.1
NCD_HYP_TREATMENT_A,LBY,2011,both,31.5,23.3,40
NCD_HYP_TREATMENT_A,LBY,2012,both,32.2,23.9,40.9
NCD_HYP_TREATMENT_A,LBY,2013,both,32.9,24.2,41.8
NCD_HYP_TREATMENT_A,LBY,2014,both,33.4,24.5,42.7
NCD_HYP_TREATMENT_A,LBY,2015,both,33.9,24.6,43.6
NCD_HYP_TREATMENT_A,LBY,2016,both,34.3,24.6,44.6
NCD_HYP_TREATMENT_A,LBY,2017,both,34.6,24.4,45.5
NCD_HYP_TREATMENT_A,LBY,2018,both,34.9,24,46.6
NCD_HYP_TREATMENT_A,LBY,2019,both,35.2,23.7,47.5
NCD_HYP_TREATMENT_A,MAR,2000,both,19.9,,
NCD_HYP_TREATMENT_A,MAR,2001,both,20.6,,
NCD_HYP_TREATMENT_A,MAR,2002,both,21.3,,
NCD_HYP_TREATMENT_A,MAR,2003,both,22.2,,
NCD_HYP_TREATMENT_A,MAR,2004,both,23,,
NCD_HYP_TREATMENT_A,MAR,2005,both,23.9,,
NCD_HYP_TREATMENT_A,MAR,2006,both,24.9,,
NCD_HYP_TREATMENT_A,MAR,2007,both,25.7,,
NCD_HYP_TREATMENT_A,MAR,2008,both,26.5,,
NCD_HYP_TREATMENT_A,MAR,2009,both,27.1,,
NCD_HYP_TREATMENT_A,MAR,2010,both,27.7,,
NCD_HYP_TREATMENT_A,MAR,2011,both,28.2,,
NCD_HYP_TREATMENT_A,MAR,2012,both,28.6,,
NCD_HYP_TREATMENT_A,MAR,2013,both,28.8,,
NCD_HYP_TREATMENT_A,MAR,2014,both,29,,
NCD_HYP_TREATMENT_A,MAR,2015,both,29,,
NCD_HYP_TREATMENT_A,MAR,2016,both,29.1,,
NCD_HYP_TREATMENT_A,MAR,2017,both,29,,
NCD_HYP_TREATMENT_A,MAR,2018,both,28.9,,
NCD_HYP_TREATMENT_A,MAR,2019,both,28.8,,
NCD_HYP_TREATMENT_A,TUN,2000,both,21.5,,
NCD_HYP_TREATMENT_A,TUN,2001,both,22.5,,
NCD_HYP_TREATMENT_A,TUN,2002,both,23.5,,
NCD_HYP_TREATMENT_A,TUN,2003,both,24.7,,
NCD_HYP_TREATMENT_A,TUN,2004,both,25.9,,
NCD_HYP_TREATMENT_A,TUN,2005,both,27.2,,
NCD_HYP_TREATMENT_A,TUN,2006,both,28.4,,
NCD_HYP_TREATMENT_A,TUN,2007,both,29.6,,
NCD_HYP_TREATMENT_A,TUN,2008,both,30.7,,
NCD_HYP_TREATMENT_A,TUN,2009,both,31.7,,
NCD_HYP_TREATMENT_A,TUN,2010,both,32.6,,
NCD_HYP_TREATMENT_A,TUN,2011,both,33.4,,
NCD_HYP_TREATMENT_A,TUN,2012,both,34.1,,
NCD_HYP_TREATMENT_A,TUN,2013,both,34.7,,
NCD_HYP_TREATMENT_A,TUN,2014,both,35.2,,
NCD_HYP_TREATMENT_A,TUN,2015,both,35.6,,
NCD_HYP_TREATMENT_A,TUN,2016,both,36,,
NCD_HYP_TREATMENT_A,TUN,2017,both,36.2,,
NCD_HYP_TREATMENT_A,TUN,2018,both,36.5,,
NCD_HYP_TREATMENT_A,TUN,2019,both,36.7,,
NCD_PAA,DZA,2000,both,23.888,,
NCD_PAA,DZA,2001,both,24.047,,
NCD_PAA,DZA,2002,both,24.213,,
NCD_PAA,DZA,2003,both,24.385,,
NCD_PAA,DZA,2004,both,24.562,,
NCD_PAA,DZA,2005,both,24.745,,
NCD_PAA,DZA,2006,both,24.932,,
NCD_PAA,DZA,2007,both,25.127,,
NCD_PAA,DZA,2008,both,25.331,,
NCD_PAA,DZA,2009,both,25.544,,
NCD_PAA,DZA,2010,both,25.764,,
NCD_PAA,DZA,2011,both,25.992,,
NCD_PAA,DZA,2012,both,26.23,,
NCD_PAA,DZA,2013,both,26.479,,
NCD_PAA,DZA,2014,both,26.74,,
NCD_PAA,DZA,2015,both,27.014,,
NCD_PAA,DZA,2016,both,27.298,,
NCD_PAA,DZA,2017,both,27.58,,
NCD_PAA,DZA,2018,both,27.858,,
NCD_PAA,DZA,2019,both,28.138,,
NCD_PAA,DZA,2020,both,28.43,,
NCD_PAA,DZA,2021,both,28.731,,
NCD_PAA,DZA,2022,both,29.037,,
NCD_PAA,EGY,2000,both,30.626,,
NCD_PAA,EGY,2001,both,30.78,,
NCD_PAA,EGY,2002,both,30.929,,
NCD_PAA,EGY,2003,both,31.071,,
NCD_PAA,EGY,2004,both,31.209,,
NCD_PAA,EGY,2005,both,31.341,,
NCD_PAA,EGY,2006,both,31.469,,
NCD_PAA,EGY,2007,both,31.597,,
NCD_PAA,EGY,2008,both,31.729,,
NCD_PAA,EGY,2009,both,31.867,,
NCD_PAA,EGY,2010,both,32.009,,
NCD_PAA,EGY,2011,both,32.151,,
NCD_PAA,EGY,2012,both,32.294,,
NCD_PAA,EGY,2013,both,32.44,,
NCD_PAA,EGY,2014,both,32.593,,
NCD_PAA,EGY,2015,both,32.75,,
NCD_PAA,EGY,2016,both,32.911,,
NCD_PAA,EGY,2017,both,33.064,,
NCD_PAA,EGY,2018,both,33.206,,
NCD_PAA,EGY,2019,both,33.347,,
NCD_PAA,EGY,2020,both,33.492,,
NCD_PAA,EGY,2021,both,33.644,,
NCD_PAA,EGY,2022,both,33.801,,
NCD_PAA,LBY,2000,both,33.938,22.03,46.622
NCD_PAA,LBY,2001,both,34.503,23.074,46.808
NCD_PAA,LBY,2002,both,35.071,24.114,46.957
NCD_PAA,LBY,2003,both,35.64,25.14,47.006
NCD_PAA,LBY,2004,both,36.212,26.089,46.943
NCD_PAA,LBY,2005,both,36.785,27.08,46.952
NCD_PAA,LBY,2006,both,37.336,27.993,47.029
NCD_PAA,LBY,2007,both,37.861,28.916,47.165
NCD_PAA,LBY,2008,both,38.385,29.954,47.303
NCD_PAA,LBY,2009,both,38.907,30.88,47.546
NCD_PAA,LBY,2010,both,39.427,31.726,47.63
NCD_PAA,LBY,2011,both,39.938,32.577,47.89
NCD_PAA,LBY,2012,both,40.444,33.314,47.964
NCD_PAA,LBY,2013,both,40.961,33.949,48.174
NCD_PAA,LBY,2014,both,41.486,34.575,48.447
NCD_PAA,LBY,2015,both,42.019,35.155,48.933
NCD_PAA,LBY,2016,both,42.556,35.7,49.543
NCD_PAA,LBY,2017,both,43.076,35.995,50.241
NCD_PAA,LBY,2018,both,43.576,36.453,51.005
NCD_PAA,LBY,2019,both,44.072,36.531,51.825
NCD_PAA,LBY,2020,both,44.57,36.578,52.607
NCD_PAA,LBY,2021,both,45.067,36.636,53.526
NCD_PAA,LBY,2022,both,45.562,36.542,54.466
NCD_PAA,MAR,2000,both,21.72,,
NCD_PAA,MAR,2001,both,21.785,,
NCD_PAA,MAR,2002,both,21.858,,
NCD_PAA,MAR,2003,both,21.936,,
NCD_PAA,MAR,2004,both,22.019,,
NCD_PAA,MAR,2005,both,22.101,,
NCD_PAA,MAR,2006,both,22.184,,
NCD_PAA,MAR,2007,both,22.272,,
NCD_PAA,MAR,2008,both,22.367,,
NCD_PAA,MAR,2009,both,22.469,,
NCD_PAA,MAR,2010,both,22.579,,
NCD_PAA,MAR,2011,both,22.696,,
NCD_PAA,MAR,2012,both,22.822,,
NCD_PAA,MAR,2013,both,22.957,,
NCD_PAA,MAR,2014,both,23.102,,
NCD_PAA,MAR,2015,both,23.259,,
NCD_PAA,MAR,2016,both,23.429,,
NCD_PAA,MAR,2017,both,23.598,,
NCD_PAA,MAR,2018,both,23.764,,
NCD_PAA,MAR,2019,both,23.934,,
NCD_PAA,MAR,2020,both,24.116,,
NCD_PAA,MAR,2021,both,24.309,,
NCD_PAA,MAR,2022,both,24.509,,
NCD_PAA,TUN,2000,both,22.688,,
NCD_PAA,TUN,2001,both,23.111,,
NCD_PAA,TUN,2002,both,23.545,,
NCD_PAA,TUN,2003,both,23.985,,
NCD_PAA,TUN,2004,both,24.433,,
NCD_PAA,TUN,2005,both,24.884,,
NCD_PAA,TUN,2006,both,25.337,,
NCD_PAA,TUN,2007,both,25.796,,
NCD_PAA,TUN,2008,both,26.262,,
NCD_PAA,TUN,2009,both,26.736,,
NCD_PAA,TUN,2010,both,27.217,,
NCD_PAA,TUN,2011,both,27.703,,
NCD_PAA,TUN,2012,both,28.194,,
NCD_PAA,TUN,2013,both,28.692,,
NCD_PAA,TUN,2014,both,29.2,,
NCD_PAA,TUN,2015,both,29.718,,
NCD_PAA,TUN,2016,both,30.246,,
NCD_PAA,TUN,2017,both,30.768,,
NCD_PAA,TUN,2018,both,31.282,,
NCD_PAA,TUN,2019,both,31.794,,
NCD_PAA,TUN,2020,both,32.312,,
NCD_PAA,TUN,2021,both,32.834,,
NCD_PAA,TUN,2022,both,33.357,,
